loan_amnt,int_rate,Term,annual_inc,emp_length,home_own,Loan_purpose,total_pymnt,Prncp_Rec,Interest_Rec,Interest_Rec,Grade
17000,12,2,46000,2,3,3,731,421,310,2,2
12000,16,2,52000,6,3,3,575,264,310,2,3
36000,11,1,142000,3,1,2,1163,852,311,2,2
25000,8,2,104000,1,1,2,990,679,311,2,1
25000,8,2,127000,5,1,2,990,679,311,2,1
25000,8,2,120000,2,1,3,990,679,311,2,1
20000,10,2,100000,5,1,3,1378,1066,311,2,2
25000,8,2,140000,2,2,3,990,679,311,2,1
36000,11,1,200000,1,3,2,1163,852,311,2,2
24000,11,2,76500,2,1,2,923,611,312,2,2
21000,14,2,115000,3,1,2,553,241,312,2,3
19200,10,2,98500,5,1,2,806,494,312,2,2
16800,12,2,56000,6,1,3,728,416,312,2,2
15000,13,2,60000,6,1,3,671,360,312,2,2
15000,13,2,76000,6,1,3,671,360,312,2,2
10000,20,1,75000,6,2,4,726,414,312,2,4
16500,12,2,169870,2,2,2,720,408,312,2,2
30000,8,2,100000,2,3,2,1127,815,312,2,1
15000,13,2,65000,1,3,3,671,359,312,2,2
17450,12,2,36500,3,3,3,744,432,312,2,2
26500,8,1,90000,1,1,3,1633,1320,313,2,1
20000,10,2,112400,2,1,3,828,514,313,2,2
20000,10,2,115000,2,1,3,828,514,313,2,2
15600,13,2,50000,2,1,3,687,374,313,2,2
13000,15,2,88300,2,1,3,608,295,313,2,3
16800,13,2,49500,1,3,3,716,403,313,2,2
15000,14,2,138000,3,1,2,669,354,314,2,3
10000,20,2,68000,3,1,2,512,199,314,2,4
24000,8,2,150000,2,1,3,967,652,314,2,1
20000,14,2,180000,2,1,3,786,472,314,2,3
10000,20,2,80000,2,1,3,512,199,314,2,4
10000,20,2,100000,2,1,3,512,199,314,2,4
15000,14,2,44000,5,1,3,669,354,314,2,3
12000,17,2,230000,2,1,5,573,259,314,2,3
12000,17,2,65000,1,1,5,573,259,314,2,3
17000,12,1,98000,6,3,3,1109,796,314,2,2
15000,14,2,75000,2,3,3,669,354,314,2,3
16000,17,2,50000,3,3,3,16314,16000,314,2,3
10000,20,2,54000,3,3,3,512,199,314,2,4
10000,20,2,60000,3,3,3,512,199,314,2,4
10000,20,2,40000,4,3,3,512,199,314,2,4
25000,10,2,91000,6,3,3,956,642,314,2,2
18000,11,2,175000,5,1,2,766,451,315,2,2
21000,12,2,106000,3,1,3,835,520,315,2,2
16000,13,2,106000,5,1,3,699,384,315,2,2
15000,14,2,170000,5,1,3,669,354,315,2,3
16000,13,2,85000,5,2,5,699,384,315,2,2
16000,13,2,107000,5,3,2,699,384,315,2,2
16075,16,2,62500,2,3,3,669,354,315,2,3
17000,12,1,60000,1,1,2,736,421,316,2,2
25000,8,2,150000,2,1,2,996,679,316,2,1
25000,8,2,190000,2,1,2,996,679,316,2,1
17000,12,2,145000,2,1,2,736,421,316,2,2
25000,8,2,208000,2,1,3,996,679,316,2,1
14000,13,2,165000,2,1,3,652,336,316,2,2
17000,12,2,50000,1,3,3,736,421,316,2,2
25000,8,2,48000,2,3,3,996,679,316,2,1
14000,14,1,36000,2,1,2,947,630,317,2,3
25500,8,2,69000,5,1,2,1010,693,317,2,1
10000,21,2,57000,2,1,3,511,193,317,2,4
10000,21,2,58000,3,1,3,511,193,317,2,4
19500,11,2,61000,5,1,3,813,496,317,2,2
10000,21,2,204308,5,1,3,511,193,317,2,4
10000,21,1,74000,6,3,2,1235,918,317,2,4
25000,11,2,170000,2,3,3,954,636,317,2,2
10000,21,2,40000,2,3,3,511,193,317,2,4
10000,21,2,32000,4,3,3,511,193,317,2,4
19000,11,1,85000,2,1,2,1222,904,318,2,2
18000,11,1,132000,6,1,3,1167,849,318,2,2
17000,11,2,70000,2,1,2,745,426,318,2,2
19000,14,2,100000,5,1,3,756,438,318,2,3
12000,17,1,90000,5,3,3,838,520,318,2,3
12000,17,1,100000,5,3,3,838,520,318,2,3
15000,14,1,70000,6,3,3,1002,684,318,2,3
31450,8,1,130000,6,1,3,1886,1567,319,2,1
20000,10,1,174000,1,1,1,833,514,319,2,2
10000,20,2,75000,2,1,2,518,199,319,2,4
20000,10,2,150000,4,1,2,833,514,319,2,2
37000,10,2,235000,5,1,2,792,474,319,2,2
40000,8,2,136000,2,1,3,860,542,319,2,1
13000,16,2,98000,2,1,3,605,286,319,2,3
20000,10,2,70000,2,1,4,833,514,319,2,2
20000,10,2,145000,5,1,5,833,514,319,2,2
20000,12,2,71000,2,2,2,20319,20000,319,2,2
10000,20,2,165000,1,2,3,518,199,319,2,4
20000,10,2,90000,3,2,3,833,514,319,2,2
25000,8,2,110000,5,3,2,1301,982,319,2,1
12000,17,2,33384,5,3,3,578,259,319,2,3
12000,17,2,75000,5,3,3,578,259,319,2,3
25000,8,1,115000,2,1,2,1554,1234,320,2,1
25000,8,1,135000,6,1,3,1554,1234,320,2,1
15000,14,2,23000,2,1,3,674,354,320,2,3
15000,14,2,120000,2,1,3,674,354,320,2,3
15000,14,2,70000,3,1,3,674,354,320,2,3
15000,14,2,75000,5,1,3,674,354,320,2,3
15000,14,2,57000,5,1,3,674,354,320,2,3
15000,14,2,80000,5,1,3,674,354,320,2,3
25000,8,1,85000,5,1,2,1554,1234,320,2,1
15000,14,1,126000,1,2,2,674,354,320,2,3
25000,8,1,145000,3,3,3,1554,1234,320,2,1
15000,14,2,160000,4,3,2,674,354,320,2,3
16000,13,2,127000,1,1,3,705,384,321,2,2
20500,10,2,95000,1,1,3,848,527,321,2,2
12500,17,2,62000,2,1,3,591,270,321,2,3
14800,14,2,75000,2,1,3,671,350,321,2,3
21000,13,2,485000,2,1,5,10932,10612,321,2,2
16000,13,2,65000,1,3,3,705,384,321,2,2
16000,13,2,99000,2,3,3,705,384,321,2,2
12500,17,2,70000,1,3,5,591,270,321,2,3
18000,12,1,43000,1,1,2,768,445,322,2,2
14400,14,2,98000,2,1,2,654,332,322,2,3
25000,8,2,130000,3,1,2,1001,679,322,2,1
18000,12,2,85000,2,1,3,768,445,322,2,2
25000,8,2,138000,3,1,3,1001,679,322,2,1
25000,8,2,132000,3,1,3,1001,679,322,2,1
18000,12,2,73000,4,1,3,768,445,322,2,2
25000,8,2,100000,6,1,3,1001,679,322,2,1
18000,12,2,375000,2,1,5,768,445,322,2,2
40000,11,1,170000,3,2,3,1269,947,322,2,2
18000,12,2,85000,5,2,2,768,445,322,2,2
25000,8,2,110000,2,3,2,1001,679,322,2,1
11000,19,2,80000,7,3,2,547,225,322,2,4
25000,8,2,200000,2,3,3,1001,679,322,2,1
25000,8,2,55000,3,3,3,1001,679,322,2,1
40000,11,2,68159,5,3,3,828,507,322,2,2
20000,10,1,185000,1,1,3,1280,957,323,2,2
20000,10,1,60000,6,1,3,1280,957,323,2,2
25000,8,1,75631,1,1,2,1001,679,323,2,1
10000,21,2,70000,2,1,2,517,193,323,2,4
26000,8,2,75000,2,1,3,1030,707,323,2,1
26000,8,2,98000,6,1,3,1030,707,323,2,1
10000,21,2,35000,2,1,5,517,193,323,2,4
11200,18,2,121000,6,1,5,557,235,323,2,4
20000,10,1,32000,3,3,3,1280,957,323,2,2
20000,10,1,80000,5,3,3,1280,957,323,2,2
24725,8,2,199000,2,1,2,996,672,324,2,1
13000,16,2,35000,4,3,3,611,286,324,2,3
14000,15,1,38000,1,1,2,643,318,325,2,3
20000,10,2,127000,2,1,2,839,514,325,2,2
20000,10,2,150000,1,1,3,839,514,325,2,2
20000,11,2,150000,1,1,3,834,509,325,2,2
20000,11,2,130000,1,1,3,1134,809,325,2,2
20000,10,2,55000,2,1,3,839,514,325,2,2
20000,11,2,54000,2,1,3,834,509,325,2,2
17500,12,2,165000,3,1,3,758,433,325,2,2
20000,10,2,88000,4,1,3,839,514,325,2,2
14000,15,2,72000,6,1,3,643,318,325,2,3
20000,10,2,80000,2,1,5,839,514,325,2,2
20000,10,2,70000,3,1,5,839,514,325,2,2
16000,13,1,25000,3,3,5,1061,736,325,2,2
12000,17,1,36000,1,3,2,584,259,325,2,3
20000,10,2,50000,1,3,2,839,514,325,2,2
20000,10,2,95000,3,3,3,839,514,325,2,2
15000,14,2,65000,5,1,3,680,354,326,2,3
15000,14,2,130000,1,3,3,680,354,326,2,3
15000,14,2,30000,2,3,3,680,354,326,2,3
15000,14,2,42000,3,3,3,680,354,326,2,3
15000,14,2,40000,5,3,3,680,354,326,2,3
10000,21,1,156000,1,1,3,735,408,327,2,4
10000,21,1,42000,5,1,3,735,408,327,2,4
16000,13,2,40000,1,1,3,710,384,327,2,2
16000,13,2,65000,2,1,3,710,384,327,2,2
25000,10,2,75000,5,3,2,970,643,327,2,2
27000,15,2,77000,5,3,2,666,340,327,2,3
16000,13,2,85000,1,3,3,710,384,327,2,2
16000,13,2,89000,2,3,3,710,384,327,2,2
24000,9,2,78400,3,3,3,969,642,327,2,1
40000,7,1,100000,3,1,3,1329,1001,328,2,1
18000,12,2,81120,1,1,2,774,445,328,2,2
11200,19,2,29000,4,1,2,557,229,328,2,4
12000,18,2,54286,2,1,3,579,252,328,2,4
25000,8,2,65000,3,1,3,1007,679,328,2,1
15000,18,2,46000,2,1,5,643,314,328,2,4
14400,14,1,80000,1,2,2,660,332,328,2,3
25000,8,2,95000,1,2,3,1007,679,328,2,1
18000,12,2,33000,1,2,3,774,445,328,2,2
12000,18,2,27000,4,3,2,579,252,328,2,4
18000,12,2,75000,5,3,2,774,445,328,2,2
25000,8,2,136000,7,3,2,1007,679,328,2,1
14400,14,2,110000,4,3,3,660,332,328,2,3
30000,7,1,80000,1,1,2,1986,1657,329,2,1
30000,7,1,92000,4,1,5,1836,1507,329,2,1
21000,10,2,250000,4,1,2,869,540,329,2,2
16000,14,2,92000,2,1,3,707,378,329,2,3
21000,10,2,110000,3,1,3,869,540,329,2,2
16000,14,2,55000,5,1,3,707,378,329,2,3
21000,10,2,71000,6,1,3,869,540,329,2,2
10000,21,2,40816,2,1,5,522,193,329,2,4
30000,7,1,262000,1,2,2,1836,1507,329,2,1
10000,21,1,190000,1,3,1,522,193,329,2,4
10000,21,2,50000,1,3,3,522,193,329,2,4
10000,21,2,65000,2,3,3,522,193,329,2,4
10000,21,2,53266,2,3,3,522,193,329,2,4
10000,21,2,65000,3,3,3,522,193,329,2,4
24000,9,1,165000,6,1,3,1505,1174,330,2,1
18000,14,2,60000,6,1,3,745,415,330,2,3
20300,10,2,185000,3,1,5,852,522,330,2,2
13000,16,2,63000,1,3,2,617,286,330,2,3
15000,14,2,96000,3,3,2,675,346,330,2,3
13000,16,2,55000,1,3,3,617,286,330,2,3
15000,14,2,70000,4,3,3,675,346,330,2,3
15000,14,2,150000,2,3,5,675,346,330,2,3
20000,10,2,96000,3,1,2,845,514,331,2,2
14000,15,2,57000,5,1,2,649,318,331,2,3
20000,11,2,66000,6,1,2,840,509,331,2,2
20000,11,2,85000,1,1,3,840,509,331,2,2
20400,10,2,140000,2,1,3,856,525,331,2,2
20000,11,2,210000,2,1,3,840,509,331,2,2
20000,11,2,60000,2,1,3,840,509,331,2,2
36000,10,2,52000,2,1,3,791,461,331,2,2
16500,13,2,98000,2,1,3,727,396,331,2,2
14000,15,2,48893,1,1,5,649,318,331,2,3
20000,10,2,60000,2,1,5,845,514,331,2,2
16500,13,2,70000,2,2,2,727,396,331,2,2
28000,8,1,58000,1,3,2,1726,1395,331,2,1
20000,10,2,80000,3,3,5,845,514,331,2,2
18000,12,1,60000,5,1,3,1175,842,332,2,2
16000,13,2,50000,1,1,2,716,384,333,2,2
24000,11,2,114000,4,3,2,944,611,333,2,2
20500,11,2,76000,2,3,5,855,522,333,2,2
30000,12,1,127000,2,1,3,1033,699,334,2,2
25000,9,2,110000,1,1,3,1003,669,334,2,1
25000,9,2,58000,2,1,3,1003,669,334,2,1
18000,12,2,80000,3,1,3,779,445,334,2,2
25000,15,2,85000,2,3,2,616,282,334,2,3
25000,9,2,190000,1,3,3,1003,669,334,2,1
14400,15,2,70741,2,3,3,661,327,334,2,3
25000,9,2,86020,6,3,3,1003,669,334,2,1
12000,18,2,60000,5,3,5,585,252,334,2,4
20000,11,1,84000,5,1,2,1286,951,335,2,2
20000,11,1,73000,2,1,3,1286,951,335,2,2
26000,8,2,80000,2,1,2,1041,707,335,2,1
26000,8,2,100000,2,1,2,1041,707,335,2,1
22400,20,2,100000,1,1,3,555,221,335,2,4
16000,14,2,72000,2,1,3,713,378,335,2,3
10000,21,2,50000,4,1,5,528,193,335,2,4
10000,21,2,102000,2,1,5,528,193,335,2,4
20000,11,1,110000,2,3,2,1286,951,335,2,2
20000,11,1,70000,3,3,3,1286,951,335,2,2
16500,13,1,80000,5,3,3,1094,759,335,2,2
10000,21,2,70000,5,3,2,528,193,335,2,4
10000,21,2,40000,4,3,3,528,193,335,2,4
15000,14,2,50000,1,1,3,681,346,336,2,3
13000,16,2,150000,1,1,3,623,286,336,2,3
20000,13,2,67000,2,1,3,816,480,336,2,2
10000,20,2,73000,2,1,3,535,199,336,2,4
8800,24,1,60000,4,1,2,676,340,336,2,5
20000,11,2,120000,1,1,2,846,509,337,2,2
20000,11,2,60000,2,1,2,846,509,337,2,2
36000,13,2,95000,6,1,2,767,429,337,2,2
20000,11,2,64000,2,1,3,846,509,337,2,2
18000,14,2,90137,5,1,3,762,425,337,2,3
20000,11,2,35000,5,1,3,846,509,337,2,2
40000,8,2,60000,7,1,5,878,542,337,2,1
20000,12,1,150000,1,1,2,833,495,338,2,2
27200,8,2,97250,2,1,5,1077,739,338,2,1
16000,15,1,55000,1,3,1,702,363,338,2,3
30000,14,2,160000,2,1,3,691,352,339,2,3
11375,19,2,175000,2,1,5,571,232,339,2,4
21600,10,2,97500,2,1,5,894,555,339,2,2
11000,20,2,119000,2,1,5,558,219,339,2,4
27000,9,1,98000,2,1,3,1693,1353,340,2,1
18000,12,2,72000,6,1,2,785,445,340,2,2
16000,14,2,100000,2,1,5,819,479,340,2,3
15000,14,1,45000,2,2,3,1014,674,340,2,3
15000,14,1,38000,3,2,3,1014,674,340,2,3
10000,22,2,40000,4,3,3,525,186,340,2,4
19000,12,2,56000,2,3,5,810,470,340,2,2
27000,8,2,60000,3,1,2,1075,734,341,2,1
32625,13,1,166000,3,1,3,1087,746,341,2,2
21000,10,1,110000,2,1,1,881,540,341,2,2
16000,14,1,110000,1,1,2,719,378,341,2,3
16000,14,2,103961,2,1,2,719,378,341,2,3
15500,14,2,80000,6,1,2,698,357,341,2,3
16000,14,2,80000,3,1,3,749,408,341,2,3
16000,14,2,90000,5,2,2,719,378,341,2,3
27000,8,2,40000,2,3,2,1075,734,341,2,1
40000,12,2,130000,5,3,3,833,492,341,2,2
15000,15,2,90000,1,1,3,683,341,342,2,3
15000,14,2,120000,2,1,3,687,346,342,2,3
15000,15,2,65000,3,2,2,683,341,342,2,3
15000,15,2,53000,2,3,2,683,341,342,2,3
15000,14,2,35000,1,3,3,687,346,342,2,3
27500,8,2,142000,2,3,3,1089,747,342,2,1
15000,15,2,54000,2,3,3,683,341,342,2,3
15000,14,2,61000,5,3,3,687,346,342,2,3
15000,14,2,38000,1,3,5,687,346,342,2,3
15000,14,2,79300,1,3,5,687,346,342,2,3
18500,12,2,120000,2,1,2,801,458,343,2,2
15000,17,2,70000,2,1,2,667,324,343,2,3
20000,11,2,150000,7,1,2,844,501,343,2,2
11900,18,2,34000,1,1,3,592,249,343,2,4
18500,12,2,110000,2,1,3,801,458,343,2,2
20000,11,2,120000,2,1,3,852,509,343,2,2
20000,11,2,92000,2,1,3,852,509,343,2,2
20000,11,2,80764,6,1,3,844,501,343,2,2
20000,11,2,21500,2,1,5,852,509,343,2,2
11125,20,2,157000,2,1,5,564,221,343,2,4
17000,12,2,115000,1,3,3,764,421,343,2,2
25000,9,1,117000,3,1,3,1567,1223,344,2,1
24000,16,1,94000,6,2,3,867,523,344,2,3
20500,11,1,85000,3,3,3,1319,975,344,2,2
40000,11,2,100000,1,1,2,852,507,345,2,2
12000,19,2,67000,7,1,2,590,245,345,2,4
17500,13,2,66000,2,1,3,764,420,345,2,2
12000,25,2,120000,2,1,3,12345,12000,345,2,5
25000,9,2,69000,1,1,3,1015,669,346,2,1
25000,9,2,100000,5,2,2,1015,669,346,2,1
10000,22,2,70000,5,2,2,532,186,346,2,4
25000,9,2,51000,1,2,3,1015,669,346,2,1
12000,18,2,65000,4,3,2,597,252,346,2,4
25000,9,2,115000,1,3,3,1015,669,346,2,1
10000,22,2,30000,3,3,3,532,186,346,2,4
17000,13,2,135000,2,1,3,755,408,347,2,2
16000,14,2,60000,4,1,3,725,378,347,2,3
21000,10,2,120000,3,3,2,887,540,347,2,2
12800,17,2,45000,5,3,2,623,276,347,2,3
12800,17,2,80000,5,3,3,623,276,347,2,3
15000,14,2,100000,1,1,3,693,346,348,2,3
27000,8,2,52000,2,1,3,1081,734,348,2,1
15000,15,2,85000,3,1,3,689,341,348,2,3
27000,8,2,130000,3,1,3,1081,734,348,2,1
15000,14,2,99000,4,2,2,693,346,348,2,3
15000,14,1,53000,1,3,2,693,346,348,2,3
15000,15,2,110000,2,3,3,689,341,348,2,3
16000,15,2,120000,2,1,3,2297,1948,349,2,3
17000,14,2,135000,1,1,3,751,401,350,2,3
17000,14,2,78000,2,1,3,751,401,350,2,3
19550,12,2,64000,3,1,3,834,484,350,2,2
15000,18,2,120000,2,1,5,664,314,350,2,4
17000,14,2,40000,5,2,2,751,401,350,2,3
17000,14,2,135000,5,3,2,751,401,350,2,3
30000,16,2,60000,4,3,3,30350,30000,350,2,3
32000,7,1,142900,1,1,3,1958,1607,351,2,1
19000,12,1,77405,7,1,3,1240,889,351,2,2
19600,12,2,20000,1,1,3,836,485,351,2,2
15400,14,2,110000,4,1,3,706,355,351,2,3
30000,10,2,100000,5,1,5,1123,771,351,2,2
21600,11,2,58000,1,3,3,901,550,351,2,2
20500,11,2,105000,2,1,3,874,522,352,2,2
16000,14,2,60000,2,1,3,720,369,352,2,3
20000,12,2,65000,5,1,3,846,495,352,2,2
16000,14,2,52000,6,1,3,720,369,352,2,3
10000,22,2,55000,2,1,5,538,186,352,2,4
9600,23,1,100000,4,2,1,729,376,352,2,5
10000,22,2,40000,2,3,2,538,186,352,2,4
12000,19,2,225000,3,3,3,597,245,352,2,4
15000,15,1,175000,2,1,5,1021,669,353,2,3
19000,12,2,102000,2,1,3,823,470,353,2,2
19000,12,2,65000,2,2,3,823,470,353,2,2
15000,15,1,28000,5,3,2,1021,669,353,2,3
14000,17,2,90000,2,3,3,655,302,353,2,3
30000,8,1,155000,6,1,2,1849,1495,354,2,1
20000,11,1,118000,1,1,3,1297,943,354,2,2
20000,11,1,80200,3,1,3,1297,943,354,2,2
20000,11,1,20000,5,1,3,1297,943,354,2,2
28000,8,1,95000,1,1,2,1115,761,354,2,1
21775,10,1,540000,1,1,2,914,560,354,2,2
12500,18,2,42000,1,1,2,616,262,354,2,4
14450,16,2,38200,2,1,2,673,318,354,2,3
20000,11,1,100000,1,3,3,1297,943,354,2,2
12500,18,2,68000,1,3,2,616,262,354,2,4
21000,11,2,60000,3,3,3,889,535,354,2,2
15000,15,2,30000,2,1,3,695,341,355,2,3
15000,15,2,74000,2,1,3,695,341,355,2,3
15000,15,2,180000,2,1,3,695,341,355,2,3
15000,15,2,61000,2,1,3,695,341,355,2,3
15000,15,2,105000,4,1,3,695,341,355,2,3
15000,15,2,50880,5,1,3,695,341,355,2,3
25200,12,2,130000,5,1,5,665,310,355,2,2
23000,15,2,78000,2,3,3,615,260,355,2,3
15000,15,2,40000,5,3,3,695,341,355,2,3
24000,10,2,58000,2,1,2,973,617,356,2,2
20000,11,2,80000,2,1,3,857,501,356,2,2
20000,11,2,72000,3,1,3,857,501,356,2,2
11000,23,2,185000,1,3,3,554,198,356,2,5
10000,23,2,22000,4,3,5,536,180,356,2,5
18000,11,1,65000,1,3,2,815,458,357,2,2
10500,22,2,60000,1,3,2,552,195,357,2,4
16000,18,2,32000,4,3,2,692,335,357,2,4
27950,8,1,75000,4,1,3,1738,1380,358,2,1
28800,8,2,170000,3,1,2,1140,783,358,2,1
20000,12,2,90000,6,1,2,853,495,358,2,2
20000,12,2,200000,1,1,3,853,495,358,2,2
20000,12,2,100000,1,1,3,853,495,358,2,2
20000,12,2,95000,1,1,3,853,495,358,2,2
12000,19,2,35000,1,1,3,603,245,358,2,4
20000,12,2,125000,2,1,3,853,495,358,2,2
20000,12,2,50000,2,1,3,853,495,358,2,2
16000,14,2,125000,2,1,3,727,369,358,2,3
17375,14,2,64000,4,1,3,768,410,358,2,3
28000,8,1,150000,2,2,3,1741,1382,358,2,1
20000,12,2,97000,5,2,3,853,495,358,2,2
20000,12,2,97600,2,2,5,853,495,358,2,2
16000,14,2,70000,2,3,3,727,369,358,2,3
16000,14,2,92900,3,3,3,727,369,358,2,3
12000,19,2,45000,5,3,3,603,245,358,2,4
12000,19,2,62000,6,3,3,603,245,358,2,4
20000,14,2,70000,5,1,3,820,461,359,2,3
13500,17,2,60000,2,3,2,651,291,359,2,3
19000,12,2,40000,2,3,3,829,470,359,2,2
20000,14,2,90000,2,3,3,831,472,359,2,3
40000,8,2,80000,3,1,2,1447,1087,360,2,1
21000,11,2,65000,2,1,3,895,535,360,2,2
29000,8,2,150000,3,1,3,1148,788,360,2,1
38000,8,2,70000,1,3,3,1392,1033,360,2,1
23000,21,2,68107,5,3,3,1202,841,360,2,4
32000,8,1,50000,1,1,1,1231,870,361,2,1
28000,8,2,110286,5,1,2,1121,761,361,2,1
27000,9,2,75000,2,3,2,1083,722,361,2,1
40000,13,2,165000,3,3,2,838,477,361,2,2
15000,15,2,75000,4,3,2,702,341,361,2,3
15000,15,2,129000,1,3,3,702,341,361,2,3
18000,13,2,31200,3,3,3,793,432,361,2,2
15000,15,2,70000,5,3,3,702,341,361,2,3
20000,11,2,110000,2,1,2,1063,702,362,2,2
16000,14,1,150000,2,3,5,1082,719,362,2,3
30000,10,2,94450,6,3,3,746,384,362,2,2
10000,23,2,27000,5,3,5,542,180,362,2,5
17000,14,1,130000,1,1,2,764,401,363,2,3
17000,14,2,125000,2,1,2,764,401,363,2,3
12000,20,2,44000,2,1,2,602,238,363,2,4
17000,14,2,75000,2,1,3,764,401,363,2,3
15000,19,2,160000,3,3,2,14261,13898,363,2,4
12000,22,2,72000,2,3,3,586,223,363,2,4
18000,14,1,63000,2,1,3,1174,809,364,2,3
21600,11,2,106000,2,1,3,914,550,364,2,2
22000,11,2,65000,2,1,3,924,560,364,2,2
12000,19,2,60000,7,2,5,609,245,364,2,4
16000,14,1,200000,1,3,3,1082,717,364,2,3
14400,16,1,70000,1,3,3,995,631,364,2,3
12975,18,1,50000,5,1,2,918,553,365,2,4
20000,12,2,50000,2,1,2,860,495,365,2,2
16000,15,2,70000,3,1,2,728,363,365,2,3
16000,15,2,40000,4,1,2,728,363,365,2,3
20000,12,2,150000,1,1,3,860,495,365,2,2
20000,12,2,162000,2,1,3,860,495,365,2,2
20000,12,2,125000,2,1,3,860,495,365,2,2
20000,12,2,45600,2,1,3,860,495,365,2,2
20000,12,2,106000,2,1,3,860,495,365,2,2
20000,12,2,70000,2,1,3,860,495,365,2,2
20000,12,2,72000,2,1,3,860,495,365,2,2
20000,12,2,96000,3,1,3,860,495,365,2,2
20000,12,2,59000,5,1,3,860,495,365,2,2
20000,12,2,92000,5,1,3,864,499,365,2,2
20000,12,1,98000,1,2,2,860,495,365,2,2
20000,12,2,110000,1,2,3,860,495,365,2,2
20000,13,2,40000,1,3,3,845,480,365,2,2
13000,18,1,92360,2,1,5,920,554,366,2,4
15500,15,2,73580,1,1,3,718,352,366,2,3
13500,17,2,29000,4,3,3,657,291,366,2,3
10000,23,1,73000,1,1,3,759,392,367,2,5
10000,23,1,90000,3,1,3,759,392,367,2,5
17500,14,1,99520,1,1,2,780,413,367,2,3
40000,10,2,120000,2,1,3,879,512,367,2,2
20000,11,2,90000,2,1,3,876,509,367,2,2
21000,11,2,48000,4,1,3,893,526,367,2,2
17200,14,2,115000,4,1,3,773,406,367,2,3
15000,15,2,34000,5,2,3,708,341,367,2,3
22600,10,2,104000,3,3,2,948,581,367,2,2
40000,12,2,214644,1,3,3,860,492,367,2,2
15000,16,2,60000,4,1,2,698,330,368,2,3
30000,10,2,300000,2,1,3,1140,771,368,2,2
22800,16,2,62000,2,1,3,617,250,368,2,3
34000,8,2,66500,5,1,3,1292,924,368,2,1
21000,15,2,65000,2,3,3,605,237,368,2,3
15000,16,2,110000,2,1,5,698,329,369,2,3
20000,12,1,75000,2,1,2,1305,936,369,2,2
10000,23,2,55000,1,3,3,549,180,369,2,5
15000,19,2,120000,6,3,3,675,306,369,2,4
27500,16,1,400000,5,1,1,671,301,370,2,3
20000,12,2,150000,2,1,3,966,596,370,2,2
20000,12,1,100000,1,1,2,866,495,371,2,2
20000,12,2,57200,2,1,2,866,495,371,2,2
20000,12,2,48400,2,1,2,866,495,371,2,2
30000,8,2,110500,3,1,2,1851,1481,371,2,1
20000,12,2,200000,5,1,2,866,495,371,2,2
20000,12,2,108000,2,1,3,866,495,371,2,2
20000,12,2,50000,2,1,3,866,495,371,2,2
20000,12,2,150000,3,1,3,866,495,371,2,2
20000,12,2,180000,4,1,3,866,495,371,2,2
20000,12,2,70000,6,1,3,866,495,371,2,2
20000,12,2,85000,1,2,3,866,495,371,2,2
20000,12,2,60000,5,2,3,866,495,371,2,2
22000,11,1,140000,1,3,2,931,560,371,2,2
20000,12,2,72500,2,3,2,866,495,371,2,2
20000,12,2,48000,5,3,2,866,495,371,2,2
20000,12,2,150000,1,3,3,866,495,371,2,2
20000,12,2,100000,1,3,3,866,495,371,2,2
20000,12,2,100000,2,3,3,866,495,371,2,2
22000,11,2,90000,5,3,3,931,560,371,2,2
24000,17,2,180000,5,1,2,629,257,372,2,3
16000,15,2,82000,2,1,3,735,363,372,2,3
16000,15,2,152000,2,2,3,735,363,372,2,3
37000,6,1,185300,2,1,3,2247,1873,373,2,1
34000,7,1,160000,1,1,5,2080,1707,373,2,1
30000,8,2,105000,3,1,2,1188,815,373,2,1
14000,17,2,90000,5,1,2,675,302,373,2,3
30000,8,2,100000,3,1,3,1188,815,373,2,1
30000,8,2,100000,3,1,3,1188,815,373,2,1
29000,8,2,70000,5,2,3,1162,788,373,2,1
30000,8,2,65000,2,3,2,1188,815,373,2,1
17000,14,2,140000,1,3,3,765,392,373,2,3
30000,8,2,115000,1,3,3,1188,815,373,2,1
30000,12,2,100000,2,1,3,743,369,374,2,2
23000,10,2,45000,2,1,3,965,591,374,2,2
12000,20,1,42000,1,3,3,871,497,374,2,4
12000,20,1,92000,6,3,5,871,497,374,2,4
15000,16,2,47988,2,3,3,705,330,374,2,3
15000,16,2,40000,6,3,3,705,330,374,2,3
20000,16,2,72000,3,1,2,816,441,375,2,3
30000,10,2,92000,1,1,3,1147,771,375,2,2
27000,9,2,97000,2,1,3,1096,721,375,2,1
11000,21,2,52716,5,1,5,587,213,375,2,4
23900,10,2,40000,3,3,2,989,615,375,2,2
16000,15,1,24960,1,1,5,1090,714,376,2,3
25000,13,2,98000,2,1,3,876,499,376,2,2
15000,19,2,92000,3,1,3,683,306,376,2,4
21000,12,2,90000,7,1,3,896,520,376,2,2
16000,15,1,50000,5,2,3,1090,714,376,2,3
21000,12,2,51000,3,2,3,896,520,376,2,2
24000,10,2,100000,5,3,2,993,617,376,2,2
29450,8,1,161000,2,1,3,1831,1454,377,2,1
16000,14,1,120000,1,1,2,746,369,377,2,3
18900,14,2,119500,1,1,3,813,436,377,2,3
12000,20,2,7500,1,1,3,615,238,377,2,4
22000,11,2,62000,2,1,3,937,560,377,2,2
24000,16,2,13000,6,1,3,639,263,377,2,3
18000,14,2,118000,2,1,5,802,425,377,2,3
